emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
Brewing technologist,9,FL,RENT,34762,Not Verified,41.07,,Not Verified,,0,27.0,2000,3,36,4,73410,36889,2,0,,1,126,2,2,0,19,0,1,9,9879,16,11,3,0,71.4,1,0,other,individual,9615,60,19.24,686.79,C,B2,Dec-2025,Charged Off,whole,Cash,2796.03,67.33,6828.45,1511.89,166.91
Plant breeder/geneticist,10,PA,MORTGAGE,122302,Verified,30.26,192472.0,Not Verified,25.67,0,,2005,5,46,9,194246,178706,2,3,,1,338,6,7,5,10,0,1,4,37139,4,12,1,1,86.8,0,0,small_business,individual,30133,36,11.46,753.33,A,D1,May-2025,Fully Paid,whole,DirectPay,27983.03,22955.49,2976.79,3795.76,281.08
"Designer, furniture",3,PA,OWN,155367,Source Verified,10.75,245556.0,Verified,14.31,0,,2013,6,32,22,244793,65150,2,0,,0,1297,1,3,15,15,1,0,8,3490,24,6,5,3,88.3,0,0,home_improvement,joint,20923,60,16.21,653.84,D,A2,Oct-2024,Current,fractional,Cash,19059.49,14554.23,13481.75,190.7,442.09
Charity officer,1,NC,OWN,122317,Source Verified,19.52,,Source Verified,32.14,1,,1985,5,41,4,122655,16622,2,2,,2,4611,0,7,12,16,0,2,5,7873,5,1,0,1,74.5,0,1,credit_card,joint,3641,36,17.93,182.05,C,C1,Jul-2024,Current,whole,Cash,2876.04,3549.66,798.35,363.62,54.96
"Merchandiser, retail",0,NJ,MORTGAGE,162206,Verified,34.77,224443.0,Source Verified,,0,,1996,3,17,23,295811,275239,2,4,57.0,1,2618,0,13,10,15,0,0,7,27660,17,6,7,2,98.1,0,0,small_business,joint,49248,36,6.46,1172.57,B,B2,Mar-2025,Current,fractional,Cash,48287.55,6642.39,30329.97,7510.74,266.33
Rural practice surveyor,6,FL,MORTGAGE,97631,Not Verified,16.3,,Source Verified,26.41,0,55.0,2009,0,17,1,255576,26567,0,1,,1,4754,4,4,15,13,0,0,6,25643,9,8,5,1,62.1,0,0,vacation,joint,31417,36,19.1,2618.08,D,A2,Aug-2024,Current,fractional,Cash,22222.49,2880.93,12367.26,3305.69,135.88
Manufacturing systems engineer,10,PA,MORTGAGE,50381,Verified,38.08,,Verified,13.67,0,31.0,1998,2,36,22,50187,13733,0,1,74.0,0,3451,4,11,9,16,1,2,8,21063,15,14,5,2,77.9,0,0,other,individual,33863,60,22.87,915.22,B,D1,Sep-2025,Current,fractional,Cash,11338.27,28049.54,21575.81,3035.1,403.14
Medical laboratory scientific officer,4,NY,MORTGAGE,92466,Source Verified,43.57,182841.0,Not Verified,27.64,0,47.0,1987,4,16,6,40067,21578,0,2,,1,4915,6,10,7,14,0,2,1,41467,10,8,8,3,69.3,0,0,other,individual,14241,60,15.68,547.73,E,C2,Apr-2025,Fully Paid,whole,Cash,1756.39,7479.64,11164.73,53.88,74.68
Consulting civil engineer,0,NY,RENT,144240,Not Verified,39.47,101278.0,Source Verified,19.16,1,,2000,5,9,14,81400,37220,2,4,,2,3202,0,14,1,19,0,2,8,38340,13,8,0,1,95.9,0,0,vacation,individual,13843,60,12.88,477.34,E,D2,Sep-2024,Fully Paid,whole,DirectPay,2485.09,145.87,6738.45,2475.47,93.11
"Radiographer, therapeutic",5,IL,RENT,116580,Verified,17.04,,Not Verified,12.52,0,19.0,2009,6,5,1,175966,2181,1,3,,0,2479,7,1,5,16,1,1,9,25430,21,9,8,1,97.0,0,0,credit_card,joint,12855,36,21.97,267.81,E,B2,Mar-2025,Current,whole,Cash,8798.89,1876.61,495.83,1025.98,165.41
Merchant navy officer,2,OH,MORTGAGE,153353,Source Verified,19.25,,Source Verified,39.3,0,,2009,3,32,5,25979,12645,1,1,35.0,1,1609,5,2,1,9,0,2,9,19822,21,11,8,2,65.8,0,0,other,joint,42488,60,10.15,2655.5,C,D2,Nov-2025,Current,fractional,Cash,35443.99,15254.23,8090.43,1082.8,321.81
"Teacher, music",2,TX,OWN,138706,Verified,10.85,86529.0,Source Verified,18.86,0,,1996,5,40,18,197252,23310,2,4,,1,3196,0,2,14,16,0,1,7,34047,12,10,2,1,80.8,0,0,moving,joint,33095,36,16.39,848.59,A,D2,Jan-2025,Current,fractional,DirectPay,15722.33,9801.91,7643.17,2584.11,115.12
Microbiologist,0,CA,MORTGAGE,95394,Not Verified,21.31,,Verified,29.68,1,,1991,1,44,11,192167,186593,1,3,,2,561,6,0,18,11,0,1,9,38314,13,3,1,0,75.9,0,0,small_business,individual,37708,60,23.03,1300.28,B,E1,Oct-2025,Late (31-120 days),fractional,Cash,17551.62,9504.07,29116.17,2036.51,250.93
"Therapist, sports",5,FL,OWN,165813,Not Verified,20.1,100826.0,Verified,,1,,1995,4,39,2,264261,105191,0,0,12.0,1,1309,7,4,16,13,0,1,1,49621,7,9,0,4,75.7,0,0,small_business,joint,3091,60,23.37,54.23,C,C2,May-2025,Late (16-30 days),fractional,DirectPay,50.8,2471.48,563.05,185.1,120.3
Production engineer,4,NC,OWN,128252,Verified,21.17,160384.0,Source Verified,31.0,0,53.0,1993,3,15,15,187075,77277,0,3,,0,2819,7,13,20,2,0,0,9,24154,5,5,8,3,90.6,0,0,vacation,individual,23176,60,13.76,609.89,B,C2,Feb-2025,Current,whole,DirectPay,2587.72,1754.83,11525.54,2999.33,110.28
Actor,5,OH,RENT,49607,Not Verified,24.34,,Source Verified,18.62,0,42.0,1989,5,30,9,40633,4169,1,1,,1,1809,6,11,14,10,0,0,9,37069,3,12,0,4,70.4,0,0,debt_consolidation,individual,48853,60,20.62,977.06,C,B1,Apr-2025,Current,whole,Cash,31341.46,31633.45,5893.02,290.79,152.17
Web designer,7,TX,RENT,128624,Verified,44.46,,Source Verified,,0,58.0,2006,0,19,12,185620,125526,0,1,,2,4895,2,14,7,4,0,1,6,22888,4,5,9,3,86.7,0,0,small_business,joint,7068,36,9.71,196.33,C,B2,Feb-2025,Fully Paid,fractional,DirectPay,6173.31,4377.54,2830.28,356.2,90.83
"Engineer, chemical",1,NC,OWN,67905,Verified,40.17,,Source Verified,39.71,0,43.0,1994,8,16,11,160352,54354,0,3,,2,579,3,14,4,7,0,0,4,23311,5,9,5,2,67.6,0,0,other,joint,4233,60,18.3,302.36,B,E1,Jan-2026,Late (16-30 days),fractional,DirectPay,3681.39,2740.44,1230.73,490.98,281.0
Dentist,1,NC,RENT,156441,Verified,23.45,245838.0,Not Verified,6.41,0,,2010,3,19,14,230059,121954,1,3,,2,60,1,5,9,7,1,1,5,28276,12,6,4,2,88.3,0,0,vacation,individual,22103,60,10.74,387.77,D,B2,Jul-2023,Fully Paid,fractional,DirectPay,15767.26,1901.82,13466.28,4304.08,380.1
Architect,4,NY,OWN,41402,Not Verified,28.26,,Verified,18.01,0,23.0,2006,4,38,20,160354,24705,2,1,19.0,2,738,0,9,5,5,0,1,2,21882,15,7,1,0,83.9,0,0,credit_card,joint,7441,36,13.86,256.59,D,C2,Jul-2023,Current,whole,DirectPay,4036.59,7294.06,1247.56,468.02,117.85
Chiropodist,5,NC,MORTGAGE,82942,Not Verified,11.64,91485.0,Verified,,0,,2004,9,18,5,77113,60871,2,4,,2,4789,1,13,10,16,0,2,5,43032,7,4,6,3,83.4,0,0,vacation,joint,29611,36,12.26,1558.47,D,E2,Mar-2024,Current,fractional,Cash,14329.99,2444.66,18155.46,4628.99,427.3
"Engineer, civil (contracting)",5,NC,MORTGAGE,120586,Source Verified,34.43,,Not Verified,,0,3.0,2017,9,45,5,234049,61171,2,4,3.0,2,370,6,6,19,13,1,1,5,28280,3,1,8,4,77.8,0,0,medical,individual,44156,60,21.97,1379.88,B,E1,Sep-2024,Late (16-30 days),fractional,DirectPay,42796.04,42312.06,4182.5,4941.49,190.49
Building control surveyor,2,NJ,RENT,148917,Not Verified,8.41,,Source Verified,,0,,2008,6,31,15,150736,132784,2,1,,2,4534,0,9,10,16,1,0,8,35755,22,9,9,2,88.4,0,0,medical,joint,43881,36,15.59,1044.79,A,C1,Jun-2023,Current,whole,DirectPay,21640.54,31882.39,11585.27,5876.88,397.47
"Engineer, manufacturing systems",9,NY,RENT,75707,Not Verified,5.56,100826.0,Not Verified,28.49,0,26.0,1994,1,20,23,49106,45373,1,3,,2,4279,7,9,20,18,1,2,5,28855,5,10,3,3,78.4,0,0,vacation,individual,16057,60,17.56,327.69,D,D1,Aug-2024,Current,whole,DirectPay,10621.87,6027.21,252.68,1616.28,315.37
Regulatory affairs officer,2,NY,OWN,61178,Not Verified,24.08,,Not Verified,10.56,0,49.0,1987,2,27,22,273054,120506,0,4,,1,1222,2,14,5,10,0,1,4,41383,6,12,4,1,87.8,0,0,vacation,individual,2304,60,15.67,192.0,A,C2,Oct-2025,Current,whole,DirectPay,487.2,1815.26,757.57,230.67,363.34
Geophysical data processor,10,IL,RENT,109008,Verified,21.05,248463.0,Not Verified,,0,,2004,2,32,6,79020,69711,1,2,,1,1339,4,12,7,12,1,1,2,13141,14,1,8,2,67.7,0,0,vacation,joint,3790,60,20.63,65.34,D,B2,Mar-2025,Late (16-30 days),whole,DirectPay,3523.36,3781.97,2961.29,670.16,318.45
Fashion designer,9,IL,OWN,113580,Source Verified,22.72,132531.0,Not Verified,,0,,1995,2,25,23,249880,155946,0,3,,2,1333,7,3,6,5,0,2,3,15803,4,1,5,0,96.8,0,0,moving,individual,19774,36,5.86,359.53,E,A1,Mar-2025,Current,fractional,DirectPay,3618.99,485.71,7265.84,2070.06,454.86
"Designer, interior/spatial",5,TX,OWN,104832,Not Verified,29.89,231060.0,Verified,,0,,2012,9,25,11,90294,85595,2,4,,2,920,2,5,1,1,0,0,4,19749,20,9,5,2,71.8,0,0,other,individual,21984,36,23.37,845.54,C,D1,Dec-2025,Current,whole,DirectPay,7549.57,18925.89,7273.95,318.98,16.35
Politician's assistant,6,CA,MORTGAGE,90579,Verified,44.62,,Source Verified,,0,,2014,8,20,2,218039,213185,0,2,,2,282,7,0,11,6,1,1,5,37718,21,9,7,3,62.9,0,0,credit_card,joint,9470,36,13.52,178.68,E,B1,May-2024,Late (16-30 days),whole,Cash,3640.73,1081.16,5239.35,1432.6,154.74
Homeopath,2,CA,OWN,87554,Verified,13.32,184321.0,Not Verified,,0,13.0,1996,3,10,18,11255,3895,1,0,66.0,0,1471,3,10,5,8,1,0,6,31150,2,5,9,2,71.0,0,0,credit_card,individual,6280,36,16.73,285.45,A,B1,May-2024,Current,fractional,Cash,6181.25,5439.92,4824.49,820.38,346.65
Quantity surveyor,3,TX,OWN,118966,Verified,26.01,55495.0,Not Verified,,0,45.0,1988,9,16,13,176514,90164,2,2,,0,629,6,9,9,1,0,1,4,25330,13,2,7,2,78.9,0,0,other,joint,25585,60,20.71,913.75,B,E2,Jul-2023,Current,whole,DirectPay,23502.12,14574.89,117.6,1207.96,78.21
Toxicologist,0,PA,MORTGAGE,40422,Verified,41.86,156596.0,Verified,15.1,0,,1991,5,17,5,230213,49394,0,4,,1,2094,2,11,21,1,1,1,8,21465,16,1,4,4,77.3,0,0,other,individual,26307,36,6.63,1879.07,C,E2,May-2024,Current,fractional,DirectPay,5586.76,9647.19,15654.78,4087.09,332.18
Airline pilot,1,IL,OWN,80863,Not Verified,37.93,,Not Verified,26.55,0,,1999,7,26,21,164967,107786,2,0,,0,90,7,4,7,5,1,1,3,47996,13,1,5,1,60.8,0,0,small_business,joint,36505,60,16.12,1738.33,B,D1,Jan-2026,Late (16-30 days),whole,Cash,21888.71,13946.12,10058.71,431.83,445.66
"Research officer, trade union",6,FL,RENT,132899,Source Verified,31.92,125791.0,Source Verified,,0,,1987,4,9,15,243570,104540,1,1,49.0,2,4701,0,14,15,11,0,2,3,33534,11,9,6,3,94.3,0,0,vacation,joint,8670,60,5.64,160.56,A,E2,Sep-2023,Current,whole,Cash,3500.35,433.37,4050.84,254.15,357.02
Homeopath,5,NJ,OWN,28437,Verified,22.97,,Verified,12.89,0,,2007,6,40,6,63515,6411,1,1,,1,1828,4,2,19,10,0,2,5,14871,24,12,9,3,71.3,0,0,home_improvement,joint,35463,36,15.95,601.07,B,A1,Jan-2024,Current,whole,DirectPay,21806.22,24129.25,13977.26,672.1,160.77
Structural engineer,4,CA,MORTGAGE,48760,Source Verified,28.15,,Not Verified,35.46,0,,2002,8,45,22,206710,184892,2,4,,0,3925,1,9,10,1,0,0,6,19200,9,6,8,2,76.7,0,0,vacation,individual,22044,36,8.02,1002.0,C,E2,Sep-2023,Late (16-30 days),whole,DirectPay,4315.04,981.59,7527.44,1832.53,393.5
Analytical chemist,7,TX,MORTGAGE,30136,Source Verified,5.45,78796.0,Not Verified,,0,46.0,2016,7,38,23,84601,80265,1,1,,2,2025,7,0,15,5,0,1,7,25654,15,5,3,1,68.9,0,0,medical,individual,11463,60,5.23,409.39,B,A1,Aug-2024,Current,fractional,Cash,2596.27,8098.75,358.26,1957.88,359.55
"Engineer, civil (contracting)",0,AZ,OWN,122542,Verified,34.33,86653.0,Verified,20.72,0,,1995,8,31,14,122144,1966,0,3,,2,1006,0,4,2,13,1,2,2,38966,6,13,1,3,99.4,0,0,home_improvement,individual,35544,60,19.29,646.25,A,D1,Nov-2025,Current,whole,Cash,32971.59,25116.07,28169.75,2932.33,64.26
Sports coach,4,FL,RENT,133426,Source Verified,14.23,,Not Verified,21.66,0,,2012,6,33,7,24000,11588,1,0,14.0,0,2025,1,2,5,12,1,0,6,48437,6,4,4,4,64.2,0,0,other,individual,26079,36,7.13,521.58,A,E1,Nov-2024,Current,whole,Cash,2371.3,1734.63,1164.07,4785.44,8.34
"Pharmacist, community",1,FL,OWN,142736,Source Verified,25.33,,Verified,,0,,1994,9,20,5,107648,32671,0,0,,0,3683,1,12,0,15,1,0,5,48892,15,10,0,4,90.0,0,0,small_business,joint,14810,36,22.13,259.82,B,C2,May-2025,Current,fractional,DirectPay,11373.61,7999.72,6712.45,910.22,32.37
Water quality scientist,7,FL,MORTGAGE,104036,Not Verified,18.7,,Not Verified,,0,,1986,1,22,18,273931,121748,1,2,,2,1780,4,10,22,16,1,1,4,49098,13,12,6,4,87.5,0,0,vacation,individual,44558,36,10.03,795.68,E,B2,Sep-2024,Current,fractional,DirectPay,11152.61,40965.95,2359.73,6668.97,402.5
Proofreader,0,IL,OWN,111755,Verified,20.74,,Source Verified,,0,47.0,2017,0,35,13,290441,148758,1,2,18.0,2,2870,2,3,13,2,1,0,8,42942,5,6,9,1,98.9,0,0,small_business,individual,10830,60,9.98,451.25,B,C1,Mar-2024,Current,whole,Cash,5374.73,7721.11,4284.34,1687.03,63.11
Archivist,2,FL,OWN,45015,Source Verified,25.23,,Not Verified,6.28,0,,2002,9,43,9,125364,47960,0,4,,0,184,1,2,3,13,1,0,7,45308,5,7,0,2,64.6,0,0,home_improvement,individual,36524,36,13.89,640.77,A,D2,Nov-2025,Current,fractional,Cash,14114.47,8146.65,22697.19,1403.53,191.54
"Teacher, adult education",2,NJ,MORTGAGE,131061,Verified,28.41,,Source Verified,20.73,0,,2013,3,30,7,80368,10033,2,0,,1,3657,1,0,16,1,1,2,9,3525,9,1,9,2,77.7,0,0,debt_consolidation,individual,22280,36,8.46,530.48,E,C2,Jan-2026,Fully Paid,fractional,Cash,12143.5,15256.39,14196.08,443.47,309.49
Market researcher,6,AZ,MORTGAGE,179419,Source Verified,35.45,73328.0,Verified,,1,10.0,2017,7,41,15,179963,147221,1,3,62.0,0,3209,5,4,13,17,1,2,8,4366,20,9,3,2,80.0,0,0,moving,individual,4209,36,23.13,82.53,A,D1,May-2024,Charged Off,fractional,Cash,156.88,3308.9,3145.12,224.2,360.55
Accommodation manager,1,FL,RENT,161548,Source Verified,36.14,217636.0,Verified,,0,58.0,2008,6,35,5,39739,15691,0,4,,0,1448,1,11,8,19,0,1,1,42434,13,11,7,3,90.2,0,0,other,joint,34410,60,14.66,1012.06,B,C1,Aug-2025,Current,whole,Cash,28872.0,14084.42,8820.89,3378.04,187.1
"Presenter, broadcasting",10,NJ,OWN,125157,Not Verified,37.76,,Not Verified,,0,,1985,1,33,4,198265,8768,2,4,,2,4244,0,8,6,12,1,1,7,14990,22,13,1,3,68.5,0,0,home_improvement,individual,48115,60,13.11,1233.72,E,C2,Sep-2025,Current,fractional,Cash,9468.02,12528.59,3249.81,8406.14,216.74
Automotive engineer,8,CA,RENT,86914,Verified,44.65,,Source Verified,34.04,0,,1994,4,12,19,153291,103783,2,1,,1,2095,2,11,8,18,0,1,9,46478,3,5,6,4,91.2,0,0,credit_card,joint,4708,60,20.74,114.83,C,C1,Nov-2025,Current,fractional,DirectPay,4280.18,2496.83,1212.07,906.68,318.65
Jewellery designer,8,NC,RENT,78915,Verified,26.91,167862.0,Not Verified,,0,43.0,2010,0,16,21,248872,169945,1,4,,1,68,6,0,4,8,1,2,9,23442,4,6,4,3,66.9,0,0,vacation,individual,28642,60,12.71,1790.12,A,E1,Oct-2025,Fully Paid,fractional,Cash,18236.19,27531.11,20947.48,1859.33,394.64
Herbalist,8,FL,OWN,109107,Verified,35.03,,Verified,9.36,0,3.0,1989,9,32,3,250385,14693,1,2,,1,4729,6,3,3,16,0,0,9,28928,10,4,6,2,82.4,0,0,credit_card,joint,41596,60,6.98,2446.82,C,E2,Sep-2024,Current,whole,Cash,6345.61,30004.84,20870.5,4679.9,373.7
Archaeologist,1,PA,MORTGAGE,153827,Source Verified,43.57,,Source Verified,,0,19.0,2005,5,28,24,31463,25581,1,4,,2,2192,1,3,5,7,1,1,9,46427,10,12,8,3,92.4,1,0,medical,individual,28571,36,21.75,793.64,B,B1,Jul-2023,Charged Off,whole,DirectPay,20297.95,13313.6,2630.11,4964.4,253.93
"Scientist, research (life sciences)",7,TX,OWN,144461,Verified,24.46,,Verified,21.8,1,,2008,6,6,9,218385,122796,1,4,,0,496,6,14,4,12,0,0,7,22560,11,9,4,4,70.4,0,0,other,individual,14587,36,9.97,270.13,A,B1,Aug-2025,Late (16-30 days),fractional,Cash,4607.61,12822.85,5739.67,2149.95,372.61
"Engineer, electrical",5,NC,MORTGAGE,43136,Not Verified,26.75,97342.0,Not Verified,24.86,0,,1993,4,48,24,198678,192802,2,2,,0,1804,1,2,20,13,1,0,9,44038,17,8,7,2,91.6,0,0,moving,individual,29325,36,17.13,1543.42,D,B2,Aug-2023,Current,fractional,Cash,8283.68,22966.89,13852.65,2604.9,78.63
Land,9,CA,MORTGAGE,141028,Source Verified,27.26,,Not Verified,39.18,0,,1988,8,32,11,206468,3269,1,2,,2,2725,3,6,8,8,0,2,6,27913,5,3,8,0,88.5,0,0,medical,individual,11538,36,8.5,397.86,B,B1,May-2023,Current,fractional,Cash,10456.92,3049.15,2840.32,913.71,170.68
"Therapist, horticultural",6,IL,MORTGAGE,115031,Not Verified,15.87,,Not Verified,,0,,1986,7,8,3,15512,3480,0,3,,2,2853,3,14,22,4,0,1,2,21723,9,14,3,3,84.4,0,0,home_improvement,individual,47671,36,16.1,3405.07,D,C1,Jan-2026,Fully Paid,fractional,Cash,21433.75,3524.82,23991.15,5747.52,199.54
Retail merchandiser,6,TX,RENT,168039,Verified,21.69,,Not Verified,,2,,1996,7,25,21,264273,38776,1,4,,2,1807,3,5,22,3,1,1,5,44706,15,2,7,1,84.8,0,0,moving,joint,14511,36,11.95,537.44,E,C2,Mar-2025,Current,fractional,DirectPay,5342.42,693.08,596.6,2106.6,218.8
Dentist,8,OH,RENT,164014,Verified,41.85,53297.0,Source Verified,17.96,0,,2015,2,36,6,43575,42310,0,3,,0,4178,6,6,0,1,0,2,5,48299,20,11,5,2,86.1,0,0,home_improvement,joint,27237,36,18.17,579.51,E,E2,Jul-2024,Current,fractional,DirectPay,3752.68,17601.54,14884.14,964.97,302.21
"Conservation officer, historic buildings",10,TX,MORTGAGE,41159,Not Verified,43.25,,Not Verified,,0,,1987,8,15,3,131016,58123,2,3,,0,2990,0,13,21,14,0,1,1,26130,20,13,9,0,68.6,0,0,medical,joint,44566,60,6.61,1172.79,B,D2,Dec-2024,Late (16-30 days),whole,DirectPay,39638.77,42480.93,7881.17,1846.65,268.86
Textile designer,6,OH,MORTGAGE,157022,Source Verified,36.71,212250.0,Not Verified,,0,23.0,2015,0,45,13,261024,21600,0,3,,1,2951,4,9,17,12,0,1,4,41469,8,5,3,4,82.9,0,0,small_business,joint,28653,60,13.06,1023.32,D,D1,Jun-2023,Current,fractional,DirectPay,27096.52,6848.11,22208.92,1863.85,306.72
Press photographer,7,IL,MORTGAGE,136355,Source Verified,6.05,,Verified,11.89,1,20.0,2004,5,41,9,19911,18068,0,4,82.0,0,719,5,11,9,8,0,1,3,32565,24,4,6,4,78.9,0,0,moving,individual,35587,60,12.46,624.33,C,A1,Jan-2025,Current,fractional,DirectPay,23389.68,25308.24,25565.05,5586.52,268.01
"Engineer, electronics",6,NC,OWN,40883,Source Verified,21.35,203964.0,Not Verified,,0,21.0,2017,7,17,17,195060,94888,2,0,,0,513,2,14,9,13,1,2,9,37178,10,7,2,0,60.6,0,0,vacation,joint,5172,36,14.11,132.62,A,C2,Jun-2025,Current,whole,DirectPay,2538.95,4212.06,3692.12,857.56,76.05
Recruitment consultant,3,NC,RENT,148677,Not Verified,36.68,189552.0,Not Verified,31.36,0,,1989,1,38,4,27957,18094,2,0,,2,27,3,11,11,4,0,0,5,13313,12,4,4,2,84.5,0,0,other,individual,29872,60,11.36,711.24,B,D1,Dec-2024,Current,fractional,DirectPay,27460.44,7595.28,1128.48,686.36,56.17
Catering manager,8,NC,MORTGAGE,171677,Source Verified,15.04,,Not Verified,33.57,1,,2004,9,48,6,117836,14830,1,2,32.0,1,4912,7,12,6,18,1,0,7,36086,3,9,4,4,81.6,0,0,debt_consolidation,individual,45902,60,7.86,2550.11,D,D1,Nov-2024,Current,whole,DirectPay,28737.67,18726.96,36422.35,2084.51,253.93
Financial adviser,1,FL,OWN,49182,Source Verified,27.95,148566.0,Verified,,0,38.0,2013,1,5,17,19053,17055,0,2,,0,764,4,1,6,15,0,1,3,42455,11,12,0,1,75.2,0,0,moving,individual,11066,60,18.12,461.08,A,D1,May-2025,Late (16-30 days),whole,DirectPay,7449.8,7731.92,768.21,12.84,89.82
Press photographer,1,PA,RENT,141198,Source Verified,38.75,,Source Verified,,0,34.0,2009,6,16,5,298453,228966,1,0,,2,2030,2,13,9,3,0,1,3,24671,11,11,0,4,62.0,0,0,home_improvement,individual,2168,36,19.45,49.27,B,C2,Sep-2024,Current,whole,Cash,660.84,1405.87,475.46,217.65,112.48
Heritage manager,6,NY,RENT,40088,Source Verified,8.51,,Verified,,0,46.0,1996,2,33,15,159401,24513,1,4,,0,313,3,11,3,19,0,1,1,36554,19,5,9,3,78.5,0,0,home_improvement,joint,5235,60,15.71,113.8,D,B1,May-2024,Current,fractional,DirectPay,851.0,2856.8,247.33,682.82,464.7
Photographer,0,FL,MORTGAGE,118239,Source Verified,28.06,65322.0,Verified,,0,26.0,1986,3,27,24,10897,7867,2,2,,1,1508,6,4,13,6,0,1,6,7434,2,9,2,0,77.1,0,0,vacation,joint,37559,60,16.16,3129.92,E,D2,Jul-2023,Current,whole,DirectPay,13868.63,2562.21,17213.98,7246.91,353.35
Fast food restaurant manager,2,TX,RENT,72534,Source Verified,34.71,,Source Verified,,0,7.0,1990,1,39,8,212202,156835,1,4,,1,3769,5,0,12,9,0,0,8,2689,3,3,2,4,88.6,0,0,moving,joint,9913,60,9.32,309.78,E,E2,Apr-2023,Fully Paid,whole,DirectPay,3016.0,5935.23,826.81,913.06,371.36
"Scientist, physiological",7,FL,OWN,179742,Verified,8.41,61142.0,Not Verified,,1,20.0,2016,3,5,20,210750,107380,0,3,,0,235,6,14,7,18,1,1,4,10059,13,8,9,2,92.3,0,0,vacation,individual,32744,60,20.22,584.71,E,C2,Jan-2026,Current,whole,DirectPay,15377.73,9866.17,15892.97,1382.09,398.79
Soil scientist,3,NC,OWN,99878,Not Verified,25.84,,Verified,6.01,0,,1994,7,16,19,52635,17766,1,4,,2,4963,4,6,11,15,1,1,2,13644,1,12,4,1,82.7,0,0,home_improvement,joint,33457,60,10.07,1454.65,A,B1,Nov-2024,Current,whole,Cash,12062.29,21611.7,1305.86,1718.31,174.32
Translator,3,TX,OWN,58514,Verified,18.06,,Not Verified,,2,,2016,1,25,14,70313,22367,2,3,,2,3130,5,11,23,18,0,2,8,12805,17,11,7,0,81.8,0,0,vacation,joint,26136,36,19.9,512.47,A,A2,Oct-2025,Current,whole,DirectPay,13119.11,22498.53,20317.23,3465.92,77.18
"Programmer, applications",4,NC,MORTGAGE,90041,Verified,44.76,217767.0,Verified,14.86,0,,2005,5,29,4,85721,76523,1,2,,1,3705,7,9,22,16,1,0,4,12624,15,4,5,2,60.3,0,0,small_business,individual,16193,36,5.23,1245.62,A,C2,Feb-2026,Late (16-30 days),whole,DirectPay,4602.09,15705.56,6324.75,1738.18,89.23
English as a second language teacher,9,PA,OWN,128293,Not Verified,29.41,191160.0,Source Verified,21.09,0,3.0,1995,6,42,22,130029,12421,2,4,,2,2123,0,13,0,16,1,0,8,24332,10,8,3,2,65.1,0,0,credit_card,joint,30539,60,12.04,649.77,A,A1,Dec-2025,Current,fractional,DirectPay,7950.58,21798.16,16773.76,2210.68,429.17
Private music teacher,4,PA,OWN,115206,Verified,22.29,,Not Verified,,0,26.0,1988,5,9,2,120461,107847,2,3,83.0,2,1417,0,4,16,8,0,0,6,36502,8,13,4,0,65.6,0,0,vacation,joint,39757,60,9.55,764.56,B,A2,Jun-2025,Current,whole,DirectPay,39735.39,27214.13,27029.35,1841.33,493.08
Clinical psychologist,5,NY,RENT,167812,Source Verified,28.94,,Source Verified,,0,,1992,5,38,8,274703,208844,0,2,,2,450,5,10,9,18,1,1,9,4851,12,6,4,0,86.7,0,0,vacation,individual,43992,36,11.08,1466.4,E,D1,Feb-2026,Current,fractional,DirectPay,23778.1,31427.18,21451.84,2294.46,278.94
Brewing technologist,2,NC,RENT,40580,Not Verified,37.29,,Source Verified,,2,,1987,9,44,3,41587,36811,1,0,,1,2286,6,13,11,16,1,0,4,9622,24,11,0,0,94.6,0,0,other,individual,15415,60,14.84,700.68,C,A1,Jun-2024,Current,fractional,DirectPay,7304.42,1423.65,10093.17,974.03,179.18
Chartered certified accountant,3,TX,MORTGAGE,59303,Verified,22.39,,Source Verified,,0,,1997,2,34,20,25883,18415,2,4,,1,2800,0,7,4,15,1,2,1,48367,21,7,3,2,99.7,0,0,debt_consolidation,individual,18576,60,23.67,774.0,C,D2,Aug-2024,Current,fractional,Cash,11562.67,6037.48,3009.84,3270.48,27.8
Metallurgist,6,IL,OWN,65831,Not Verified,39.19,,Source Verified,,1,,1991,6,15,24,201406,99204,0,4,58.0,0,3630,3,9,12,12,0,1,3,7635,11,3,1,4,69.2,0,0,debt_consolidation,joint,26602,36,18.25,1023.15,D,E2,Nov-2023,Late (31-120 days),fractional,Cash,24370.29,26237.02,18368.58,1268.96,322.58
